State,Date,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10
Arkansas,2020-06-17,"deaths, update, total, confirmed cases, reported","order, stay at home, orders, governor, rules","treatment, drug, patients, hydroxychloroquine, cure","hospital, patient, ventilator, icu, symptoms","patients, symptoms, recovered, blood, study","vaccine, cure, working, who, scientists","update, daily, latest, updates, today's","nn, stayhome, easter, easter, quarantine","patients, care, treating, hospitals, ventilators","health, safety, protect, community, continues"
Arkansas,2020-06-18,"part, leadership, global, lead, plan","study, early, risk, important, social","world, china, war, fighting, countries","questions, dr, answers, join, discuss","hospital, patient, ventilator, icu, symptoms","mask, public, masks, face mask, wear a mask","continue, home, rise, positive, ship","positive, test, tests, testing, tested","trump, briefing, fauci, the white house, dr  fauci","patients, care, treating, hospitals, ventilators"
Arkansas,2020-06-19,"china, virus, wuhan, spreading, months","month, sign the petition, slow the spread, cdc, give","deaths, update, total, confirmed cases, reported","home, quarantine, world, family, plan","students, online, learning, student, challenges","country, world, america, continues, nation","care, medical, cover, healthcare workers, equipment","trump, dies, calls, death, handling","community, support, helping, fight against, ways","workers, food, employees, amazon, delivery"
Arkansas,2020-06-22,"died, family, complications, member, last week","dr, read, icymi, ceo, president","impact, business, survey, apple and google, partner","resources, business, here's, tips, survive","order, stay at home, orders, governor, rules","nn, stayhome, easter, easter, quarantine",", , 5g, captain, linked","stay home, stay safe, stayhome, safe, stayathome","trump, briefing, fauci, the white house, dr  fauci","w, folks, we're, wondering, era"
Arkansas,2020-06-23,"died, family, complications, member, last week","deaths, number, increase, yesterday, numbers","peak, model, california, projections, models",", nn, hydroxychloroquine, borisjohnson, leaves hospital after","information, resources, updates, updated, website","trump, trump, americans, we're, failed","deaths, update, total, confirmed cases, reported","fight, nurses, fighting, workers, health","month, sign the petition, slow the spread, cdc, give","testing, center, testing site, begin, drivethru"
California,2020-05-06,"virus, amid, symptoms, disease, lungs","due, aka, 2020, retweet, like","state, response, federal, local, states","working, protect, workers, the front lines, helping","nn, stayhome, easter, easter, quarantine",,,,,
California,2020-05-07,"virus, amid, symptoms, disease, lungs","due, aka, 2020, retweet, like","tips, working from home, we're, age, situation","nn, nnhttps, pandemic, stayhome, quarantine","part, leadership, global, lead, plan","study, early, risk, important, social","new york, nyc, trump, new york city, victims","mask, public, masks, face mask, wear a mask","world, china, war, fighting, countries","china, virus, wuhan, spreading, months"
California,2020-05-08,"virus, amid, symptoms, disease, lungs","due, aka, 2020, retweet, like","due, impacts, lives, changed, normal","quarantine, nn, quarantinelife, stayhome, lockdown","nn, nnhttps, pandemic, stayhome, quarantine",", pandemic, usa, nhttps, quarantine","data, report, read, hope emerge in, 1","share, learn, experts, experience, survive","nn, stayhome, easter, easter, quarantine","resources, business, here's, tips, survive"
California,2020-05-09,"nn, nnhttps, pandemic, stayhome, quarantine","due, aka, 2020, retweet, like","virus, amid, symptoms, disease, lungs","quarantine, nn, quarantinelife, stayhome, lockdown","community, support, helping, fight against, ways","safe, keeping, family, avoid, scams","response, efforts, global, impact, combat","state, response, federal, local, states","information, resources, updates, updated, website","working, protect, workers, the front lines, helping"
California,2020-05-10,"virus, amid, symptoms, disease, lungs","quarantine, nn, quarantinelife, stayhome, lockdown","patients, surge, hospital, hospitals, death toll","nn, nnhttps, pandemic, stayhome, quarantine","anxiety, stress, fear, quarantine, nnhttps","relief, fight, bill, aid, spoke","trump, briefing, fauci, the white house, dr  fauci","country, world, america, continues, nation","due, closed, below tweet by, schools, closing","month, sign the petition, slow the spread, cdc, give"
California,2020-05-11,"virus, amid, symptoms, disease, lungs","due, aka, 2020, retweet, like","died, family, complications, member, last week","china, virus, wuhan, spreading, months","quarantine, nn, quarantinelife, stayhome, lockdown","state, response, federal, local, states","nn, nnhttps, pandemic, stayhome, quarantine",", pandemic, usa, nhttps, quarantine","vaccine, cure, working, who, scientists","tips, working from home, we're, age, situation"
California,2020-05-12,"virus, amid, symptoms, disease, lungs","order, stay at home, orders, governor, rules","quarantine, nn, quarantinelife, stayhome, lockdown","due, aka, 2020, retweet, like","china, virus, wuhan, spreading, months","home, quarantine, world, family, plan","w, folks, we're, wondering, era","state, response, federal, local, states","symptoms, tiger, tests positive for, tested, test","hospital, patient, ventilator, icu, symptoms"
California,2020-05-13,"virus, amid, symptoms, disease, lungs","quarantine, nn, quarantinelife, stayhome, lockdown","due, aka, 2020, retweet, like","china, virus, wuhan, spreading, months","anxiety, stress, fear, quarantine, nnhttps","employees, companies, business, changing, businesses","tips, working from home, we're, age, situation","data, report, read, hope emerge in, 1",,
California,2020-05-14,"virus, amid, symptoms, disease, lungs","due, aka, 2020, retweet, like","nn, nnhttps, pandemic, stayhome, quarantine",", pandemic, usa, nhttps, quarantine","month, sign the petition, slow the spread, cdc, give","safe, keeping, family, avoid, scams",,,,
California,2020-05-15,"virus, amid, symptoms, disease, lungs","quarantine, nn, quarantinelife, stayhome, lockdown","working, protect, workers, the front lines, helping","due, aka, 2020, retweet, like","nn, nnhttps, pandemic, stayhome, quarantine",", pandemic, usa, nhttps, quarantine","patients, surge, hospital, hospitals, death toll","china, virus, wuhan, spreading, months","data, report, read, hope emerge in, 1","month, sign the petition, slow the spread, cdc, give"
California,2020-05-16,"virus, amid, symptoms, disease, lungs",", pandemic, usa, nhttps, quarantine","workers, food, employees, amazon, delivery","due, aka, 2020, retweet, like","2020, update, april, april 6, april 7","impact, business, survey, apple and google, partner","working, protect, workers, the front lines, helping","data, county, map, dashboard, updated","nn, nnhttps, pandemic, stayhome, quarantine","dying, die, home, americans, tested"
California,2020-05-17,"virus, amid, symptoms, disease, lungs","share, learn, experts, experience, survive","quarantine, nn, quarantinelife, stayhome, lockdown","due, aka, 2020, retweet, like","ways, learn, nnhttps, visit, practice","safe, keeping, family, avoid, scams","nn, nnhttps, pandemic, stayhome, quarantine","nn, stayhome, easter, easter, quarantine","stay home, stay safe, stayhome, safe, stayathome","hospital, patient, ventilator, icu, symptoms"
California,2020-05-18,"due, aka, 2020, retweet, like","virus, amid, symptoms, disease, lungs","symptoms, tiger, tests positive for, tested, test","due, impacts, lives, changed, normal","patients, care, treating, hospitals, ventilators","quarantine, nn, quarantinelife, stayhome, lockdown","patients, surge, hospital, hospitals, death toll","anxiety, stress, fear, quarantine, nnhttps","mask, public, masks, face mask, wear a mask","state, response, federal, local, states"
California,2020-05-19,"virus, amid, symptoms, disease, lungs","due, aka, 2020, retweet, like","quarantine, nn, quarantinelife, stayhome, lockdown","china, virus, wuhan, spreading, months","dying, die, home, americans, tested",", pandemic, usa, nhttps, quarantine","nn, nnhttps, pandemic, stayhome, quarantine","symptoms, tiger, tests positive for, tested, test","news, updates, latest, message, local","patients, symptoms, recovered, blood, study"
California,2020-05-20,"nn, nnhttps, pandemic, stayhome, quarantine","virus, amid, symptoms, disease, lungs","due, aka, 2020, retweet, like","care, medical, cover, healthcare workers, equipment","workers, food, employees, amazon, delivery","tips, working from home, we're, age, situation","china, virus, wuhan, spreading, months","quarantine, nn, quarantinelife, stayhome, lockdown",,
